customer_id,nida,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
cust_975,nida_1975,0.026,0.847,365,310,60,22,60,type_3,9278,5535,2832,1075,24,emp_status_6,173,paid,house_1,1,11,0,1175,1,MOBILE,72,X11,1,1,0,8,0
cust_976,nida_1976,0.576,0.601,9,0,20,50,82,type_4,13763,3529,6211,106,22,emp_status_3,38,free,house_6,1,14,0,983,0,MOBILE,77,Other,1,3,1,6,0
cust_977,nida_1977,0.247,0.682,104,359,40,23,23,type_4,16524,4293,3007,218,35,emp_status_7,206,free,house_7,1,0,0,1409,0,INTERNET,1,X11,1,1,1,9,0
cust_978,nida_1978,0.127,0.994,256,166,20,12,102,type_3,13513,8234,3557,2384,11,emp_status_7,-53,paid,house_6,1,24,0,1139,0,MOBILE,6,Windows,0,3,1,11,0
cust_979,nida_1979,0.077,0.232,379,366,40,28,85,type_5,11203,4642,6609,370,1,emp_status_5,115,free,house_5,1,20,1,651,0,INTERNET,23,Other,1,3,0,7,0
cust_980,nida_1980,0.132,0.624,194,22,20,57,77,type_2,10412,4256,3763,253,19,emp_status_2,151,paid,house_5,1,18,0,760,0,MOBILE,34,X11,1,3,0,2,0
cust_981,nida_1981,0.342,0.46,143,363,20,42,31,type_5,15184,5787,3247,1428,15,emp_status_6,-79,free,house_2,1,27,0,1728,0,INTERNET,41,Other,1,2,0,1,0
cust_982,nida_1982,0.442,0.039,218,66,40,9,17,type_5,6258,2977,5246,2008,13,emp_status_4,123,paid,house_1,1,16,0,293,0,MOBILE,48,Linux,0,0,0,12,0
cust_983,nida_1983,0.229,0.014,348,368,20,30,55,type_1,10494,6856,4628,1722,1,emp_status_7,-147,free,house_5,0,27,0,1530,0,MOBILE,61,Windows,1,2,1,9,1
cust_984,nida_1984,0.813,0.119,172,192,30,73,13,type_1,2955,9513,3310,2232,15,emp_status_3,-103,paid,house_2,1,25,0,1961,0,MOBILE,83,Windows,1,0,0,5,0
cust_985,nida_1985,0.208,0.649,214,82,50,13,39,type_2,21426,3670,5814,1312,3,emp_status_6,-5,free,house_6,1,27,0,716,0,MOBILE,32,Linux,1,3,0,2,0
cust_986,nida_1986,0.261,0.567,91,205,30,33,67,type_3,1998,2847,3340,2521,42,emp_status_7,-93,paid,house_4,1,4,0,1153,0,INTERNET,89,Macintosh,0,0,1,11,0
cust_987,nida_1987,0.11,0.553,258,47,50,16,78,type_1,8536,3167,2868,984,12,emp_status_4,113,paid,house_3,1,23,1,373,0,INTERNET,71,X11,1,2,0,4,0
cust_988,nida_1988,0.251,0.032,61,30,30,20,58,type_4,88,2199,4185,349,37,emp_status_6,-92,paid,house_4,1,19,1,894,0,INTERNET,8,Macintosh,1,0,1,10,0
cust_989,nida_1989,0.462,0.469,27,315,50,66,107,type_2,20039,6867,5924,2107,0,emp_status_6,77,free,house_4,1,29,0,1296,0,INTERNET,25,Other,1,0,1,12,0
cust_990,nida_1990,0.622,0.925,273,168,20,57,94,type_5,24720,6806,4071,1478,8,emp_status_3,342,paid,house_4,1,14,1,1368,0,MOBILE,87,X11,0,0,1,6,0
cust_991,nida_1991,0.398,0.398,345,127,40,78,20,type_2,13340,2457,6889,878,20,emp_status_2,275,free,house_4,1,12,0,1107,0,INTERNET,11,X11,1,3,1,9,0
cust_992,nida_1992,0.059,0.625,283,100,40,7,41,type_1,352,7828,6560,2512,17,emp_status_4,130,free,house_3,1,4,1,1887,0,INTERNET,49,X11,1,0,0,8,0
cust_993,nida_1993,0.1,0.78,370,33,60,37,30,type_3,11990,2613,6846,310,42,emp_status_2,7,free,house_6,1,9,1,255,0,INTERNET,66,Linux,0,3,1,6,0
cust_994,nida_1994,0.059,0.784,68,305,50,25,11,type_5,21061,4193,6284,1114,31,emp_status_4,137,paid,house_1,1,25,0,894,0,INTERNET,14,Windows,0,3,1,4,0
cust_995,nida_1995,0.14,0.519,377,197,60,63,36,type_3,9003,7374,5170,1321,33,emp_status_7,164,free,house_1,1,3,1,833,0,MOBILE,10,Linux,1,1,0,10,0
cust_996,nida_1996,0.181,0.858,277,299,60,29,24,type_2,17363,3306,3997,279,19,emp_status_7,50,free,house_6,1,13,0,443,0,MOBILE,23,Linux,1,0,0,5,0
cust_997,nida_1997,0.121,0.391,229,75,50,8,79,type_3,19383,6368,4724,966,42,emp_status_3,87,paid,house_2,1,14,0,1093,1,INTERNET,47,Linux,0,3,0,11,1
cust_998,nida_1998,0.38,0.889,300,367,40,31,3,type_3,9885,8368,5031,694,1,emp_status_2,273,paid,house_2,1,16,0,403,0,INTERNET,14,Macintosh,1,0,0,11,0
cust_999,nida_1999,0.116,0.24,253,319,50,10,47,type_2,22551,4302,6670,909,3,emp_status_7,74,paid,house_5,1,31,1,1814,0,MOBILE,101,Linux,1,0,1,4,0
cust_1000,nida_2000,0.344,0.28,170,12,20,33,95,type_5,10017,5955,4453,270,37,emp_status_3,231,paid,house_4,1,22,0,215,0,INTERNET,0,Windows,1,2,0,4,0
cust_1001,nida_2001,0.424,0.053,178,347,60,17,89,type_3,9007,1447,3554,1540,6,emp_status_6,-7,free,house_4,1,5,0,325,0,MOBILE,71,X11,1,1,0,8,0
cust_1002,nida_2002,0.223,0.796,262,129,60,18,3,type_3,24620,9328,6346,1124,21,emp_status_6,-45,free,house_3,0,12,0,798,0,MOBILE,106,Macintosh,1,0,1,4,0
cust_1003,nida_2003,0.497,0.417,181,236,50,53,99,type_2,18591,3621,5544,1411,19,emp_status_3,-131,free,house_4,1,28,0,665,0,MOBILE,75,Linux,1,0,1,11,0
cust_1004,nida_2004,0.367,0.229,320,278,60,36,69,type_4,14402,3433,3003,1309,34,emp_status_4,173,free,house_3,1,22,1,989,0,MOBILE,76,Linux,1,3,1,3,0
cust_1005,nida_2005,0.177,0.232,203,63,40,11,46,type_3,18736,2396,2842,1753,3,emp_status_7,-78,free,house_5,1,13,0,1651,0,INTERNET,74,X11,1,3,0,2,0
cust_1006,nida_2006,0.258,0.901,247,136,60,3,16,type_1,19124,1752,4566,840,19,emp_status_6,-140,paid,house_7,1,11,0,1574,0,MOBILE,33,X11,1,2,0,10,0
cust_1007,nida_2007,0.189,0.834,211,267,50,42,93,type_5,13882,5148,6629,1821,34,emp_status_4,261,free,house_2,1,17,0,1778,0,INTERNET,20,Macintosh,1,1,1,1,0
cust_1008,nida_2008,0.416,0.554,157,226,40,26,4,type_3,23556,9032,4154,1003,32,emp_status_2,-102,paid,house_2,1,27,0,278,0,INTERNET,83,Windows,1,1,0,5,0
cust_1009,nida_2009,0.374,0.616,98,199,40,50,64,type_2,16442,2609,6313,239,20,emp_status_5,-119,paid,house_5,1,20,0,1724,1,INTERNET,46,Macintosh,1,1,0,4,1
cust_1010,nida_2010,0.316,0.474,315,140,60,4,75,type_1,6408,4761,6694,1639,13,emp_status_6,-158,free,house_5,1,0,1,988,0,INTERNET,62,X11,0,0,0,10,0
cust_1011,nida_2011,0.084,0.392,110,98,50,5,40,type_2,21820,2091,2871,360,30,emp_status_6,225,free,house_6,1,11,0,1602,0,INTERNET,65,Windows,0,1,1,9,0
cust_1012,nida_2012,0.17,0.915,306,136,60,76,50,type_3,8908,2958,5521,733,21,emp_status_1,11,free,house_4,1,16,0,463,0,MOBILE,20,Linux,1,2,0,9,0
cust_1013,nida_2013,0.148,0.126,164,166,20,55,9,type_1,24428,6828,4456,851,29,emp_status_4,-38,paid,house_2,1,13,0,504,0,MOBILE,71,Linux,0,2,0,11,0
cust_1014,nida_2014,0.04,0.418,34,405,20,67,24,type_5,4344,4343,6445,859,28,emp_status_3,-34,paid,house_1,1,15,0,1711,0,MOBILE,45,Other,0,0,1,5,0
cust_1015,nida_2015,0.103,0.345,110,97,40,43,19,type_5,13116,2826,6643,700,35,emp_status_1,-69,paid,house_5,0,11,1,939,0,INTERNET,38,X11,1,0,0,5,0
cust_1016,nida_2016,0.105,0.498,85,309,60,14,64,type_5,831,4881,5260,1350,41,emp_status_2,44,free,house_2,1,20,0,324,0,INTERNET,104,Other,1,0,1,6,0
cust_1017,nida_2017,0.228,0.458,181,317,20,41,38,type_4,5233,8966,4180,822,28,emp_status_1,-32,paid,house_2,1,19,0,817,0,MOBILE,51,Macintosh,1,3,1,4,0
cust_1018,nida_2018,0.404,0.519,83,325,30,10,54,type_2,21176,5825,4385,1634,6,emp_status_1,333,paid,house_3,1,24,0,941,0,MOBILE,1,Macintosh,1,0,0,6,0
cust_1019,nida_2019,0.185,0.14,267,353,20,72,49,type_3,3977,5975,6735,96,31,emp_status_5,199,paid,house_7,1,2,0,1869,0,MOBILE,93,Windows,1,2,0,8,0
cust_1020,nida_2020,0.236,0.513,163,64,60,10,18,type_1,12849,4312,6188,326,12,emp_status_5,-172,paid,house_2,1,5,0,280,0,MOBILE,99,X11,1,0,0,12,0
cust_1021,nida_2021,0.236,0.242,301,333,60,65,79,type_2,10022,4389,5850,2120,12,emp_status_1,211,free,house_5,1,8,0,1071,0,INTERNET,4,Windows,1,3,0,5,0
cust_1022,nida_2022,0.256,0.184,88,327,20,26,78,type_3,2877,9163,3676,993,13,emp_status_5,383,paid,house_7,1,13,0,1844,0,INTERNET,12,Windows,0,0,0,8,0
cust_1023,nida_2023,0.277,0.065,236,45,60,57,55,type_4,1435,8133,5710,1279,5,emp_status_7,-14,free,house_7,1,24,0,374,0,MOBILE,81,Macintosh,1,3,0,8,0
cust_1024,nida_2024,0.493,0.763,20,335,60,71,104,type_3,12916,8839,6492,1766,15,emp_status_5,188,free,house_4,1,14,1,875,0,MOBILE,56,Macintosh,1,3,1,3,0
cust_1025,nida_2025,0.225,0.427,165,380,30,20,3,type_2,276,4279,5910,993,40,emp_status_1,240,free,house_2,1,15,1,1348,0,INTERNET,80,X11,0,3,0,6,0
cust_1026,nida_2026,0.498,0.627,213,229,40,20,12,type_3,15242,5869,4311,332,20,emp_status_4,332,free,house_1,1,14,0,547,0,INTERNET,5,Macintosh,1,0,0,1,0
cust_1027,nida_2027,0.271,0.728,56,306,60,71,22,type_1,19254,8747,4756,1180,15,emp_status_5,-156,paid,house_5,1,27,1,1590,0,INTERNET,98,X11,1,0,1,5,0
cust_1028,nida_2028,0.245,0.679,28,144,50,0,66,type_4,1536,7392,4577,1964,4,emp_status_1,340,free,house_4,1,16,1,1758,0,MOBILE,27,Other,0,2,0,7,0
cust_1029,nida_2029,0.707,0.471,104,205,40,57,50,type_1,16700,8990,4130,2505,23,emp_status_4,20,free,house_6,1,9,0,1638,0,INTERNET,1,Linux,0,1,1,5,0
cust_1030,nida_2030,0.441,0.388,328,144,40,12,46,type_4,17340,4750,4617,98,42,emp_status_6,168,paid,house_4,1,10,1,1077,0,MOBILE,11,Other,1,0,0,3,0
cust_1031,nida_2031,0.043,0.376,165,150,50,72,86,type_4,20783,3319,5339,243,0,emp_status_5,153,paid,house_5,1,0,0,1042,0,INTERNET,34,Macintosh,0,2,1,2,0
cust_1032,nida_2032,0.338,0.64,348,277,20,5,45,type_3,16067,5185,5770,1500,9,emp_status_1,201,paid,house_6,1,16,1,773,0,INTERNET,103,Linux,1,1,0,12,0
cust_1033,nida_2033,0.109,0.495,152,138,30,57,58,type_1,20645,2811,4442,1464,42,emp_status_5,34,paid,house_4,1,31,0,923,1,INTERNET,87,Linux,1,2,0,2,0
cust_1034,nida_2034,0.279,0.849,325,149,60,16,71,type_4,11720,3874,5176,1398,34,emp_status_4,-17,free,house_1,1,7,0,1475,0,MOBILE,90,Windows,1,1,0,9,0
cust_1035,nida_2035,0.123,0.875,5,19,20,72,1,type_4,23834,5549,5982,366,30,emp_status_7,177,paid,house_2,1,13,1,807,0,INTERNET,36,Linux,0,2,1,2,0
cust_1036,nida_2036,0.311,0.171,195,252,50,11,7,type_3,21977,1971,3377,1481,14,emp_status_1,63,paid,house_5,1,26,0,1944,0,INTERNET,73,X11,1,0,1,7,0
cust_1037,nida_2037,0.581,0.136,319,62,30,51,80,type_2,272,5247,4823,2160,10,emp_status_4,-98,free,house_2,1,6,0,768,1,INTERNET,58,Macintosh,0,1,1,9,1
cust_1038,nida_2038,0.352,0.63,44,216,30,75,98,type_2,240,2915,3037,1047,8,emp_status_6,-25,free,house_2,1,6,1,433,0,INTERNET,103,Macintosh,0,3,1,12,0
cust_1039,nida_2039,0.212,0.301,16,70,30,69,81,type_5,3858,3738,4684,282,1,emp_status_3,340,paid,house_4,1,17,0,557,0,INTERNET,71,Windows,1,2,1,3,0
cust_1040,nida_2040,0.191,0.019,151,160,50,72,22,type_5,21828,7833,5798,1315,29,emp_status_2,206,free,house_5,1,2,1,1549,0,INTERNET,20,Windows,0,0,0,7,0
cust_1041,nida_2041,0.529,0.889,262,128,20,51,2,type_4,13175,1383,3166,1386,15,emp_status_7,175,paid,house_2,1,25,0,1288,0,INTERNET,19,Macintosh,1,0,1,1,0
cust_1042,nida_2042,0.344,0.227,72,67,60,36,7,type_2,6996,2170,6648,2448,0,emp_status_3,24,paid,house_3,1,11,0,492,1,INTERNET,81,Windows,0,1,0,12,0
cust_1043,nida_2043,0.509,0.929,143,223,30,2,95,type_4,4186,8257,4640,1737,5,emp_status_5,-44,free,house_1,1,19,0,1547,0,INTERNET,31,Linux,1,2,1,6,0
cust_1044,nida_2044,0.389,0.717,100,244,30,7,-1,type_1,5460,5916,6411,421,10,emp_status_4,-8,free,house_6,1,24,0,1190,0,MOBILE,2,Linux,1,0,0,11,0
cust_1045,nida_2045,0.249,0.763,333,66,20,9,33,type_2,19306,4235,3576,1266,32,emp_status_1,214,free,house_4,1,21,0,1554,0,INTERNET,95,X11,1,3,1,2,0
cust_1046,nida_2046,0.326,0.201,333,401,30,46,72,type_2,17946,6417,5282,1377,16,emp_status_7,208,free,house_5,1,28,0,728,0,MOBILE,107,Windows,1,2,0,10,0
cust_1047,nida_2047,0.616,0.234,119,382,30,40,10,type_2,21795,6385,6799,1411,33,emp_status_4,-79,paid,house_5,1,29,0,334,0,INTERNET,78,Macintosh,1,0,0,1,0
cust_1048,nida_2048,0.264,0.521,174,105,50,63,16,type_5,8979,7311,4704,474,39,emp_status_5,200,paid,house_4,0,29,0,1019,0,MOBILE,42,Other,1,0,1,5,0
cust_1049,nida_2049,0.182,0.172,61,107,40,41,76,type_3,7201,3601,6733,2452,24,emp_status_1,163,free,house_2,1,14,0,1642,0,INTERNET,-1,Macintosh,1,3,0,6,0
cust_1050,nida_2050,0.172,0.305,294,326,20,42,8,type_3,18238,7470,4406,2083,21,emp_status_7,354,paid,house_4,0,5,0,329,0,INTERNET,60,Other,1,0,1,11,0
cust_1051,nida_2051,0.397,0.321,82,101,20,8,72,type_5,8378,9344,3567,357,25,emp_status_3,-45,free,house_7,1,15,0,1772,0,INTERNET,77,Other,0,1,0,2,0
cust_1052,nida_2052,0.202,0.16,13,139,20,13,16,type_5,14718,2400,4835,557,26,emp_status_4,33,paid,house_5,1,22,0,1985,0,INTERNET,20,X11,1,2,0,4,0
cust_1053,nida_2053,0.229,0.205,353,63,50,3,22,type_5,6121,2065,3842,1350,37,emp_status_2,-172,paid,house_3,1,18,0,768,0,MOBILE,94,Other,1,1,1,3,0
cust_1054,nida_2054,0.463,0.789,132,132,50,1,-1,type_3,15768,7705,4226,1067,8,emp_status_7,200,paid,house_7,1,25,0,1580,1,MOBILE,57,Linux,0,1,0,1,0
cust_1055,nida_2055,0.101,0.167,119,197,60,0,92,type_4,7702,9078,3293,2367,36,emp_status_6,-123,paid,house_2,1,0,0,721,0,MOBILE,35,Linux,0,3,0,1,0
cust_1056,nida_2056,0.28,0.028,317,366,50,74,77,type_5,9784,4959,4692,737,4,emp_status_6,321,paid,house_6,1,-1,0,659,0,INTERNET,21,X11,1,1,1,3,0
cust_1057,nida_2057,0.491,0.629,126,153,20,64,70,type_4,1735,1556,4730,2519,17,emp_status_5,21,paid,house_4,1,25,0,792,0,INTERNET,31,Macintosh,1,1,1,12,0
cust_1058,nida_2058,0.316,0.976,366,77,60,45,97,type_4,3204,7994,3552,24,21,emp_status_5,264,free,house_5,1,4,0,1141,0,MOBILE,102,Macintosh,1,1,1,2,0
cust_1059,nida_2059,0.282,0.331,365,380,40,58,80,type_1,1183,7040,3107,639,11,emp_status_4,3,free,house_6,1,25,0,1825,0,MOBILE,20,Macintosh,1,0,1,2,0
cust_1060,nida_2060,0.377,0.119,286,248,30,74,103,type_3,14873,7485,3572,1574,21,emp_status_3,64,free,house_5,1,14,0,1100,1,INTERNET,62,Macintosh,1,3,0,12,1
cust_1061,nida_2061,0.323,0.57,299,375,30,6,14,type_4,2210,4899,3740,1208,5,emp_status_3,143,paid,house_5,1,25,0,1855,0,MOBILE,102,Linux,1,0,1,10,0
cust_1062,nida_2062,0.245,0.906,376,85,60,65,83,type_3,20092,9322,4189,173,35,emp_status_2,324,free,house_3,0,26,0,813,0,MOBILE,60,Linux,1,0,1,5,0
cust_1063,nida_2063,0.051,0.784,178,302,40,14,13,type_3,7134,2948,3916,1417,26,emp_status_2,-154,paid,house_2,1,1,1,1718,1,INTERNET,52,X11,1,1,1,5,1
cust_1064,nida_2064,0.389,0.623,80,239,30,71,60,type_1,19256,3533,4347,185,14,emp_status_4,3,paid,house_4,1,29,0,738,0,INTERNET,56,X11,0,0,0,12,0
cust_1065,nida_2065,0.091,0.315,11,86,60,46,3,type_3,7819,4032,6053,1304,16,emp_status_1,-2,paid,house_2,1,1,1,460,0,INTERNET,10,X11,0,0,1,7,0
cust_1066,nida_2066,0.407,0.542,22,322,50,39,43,type_4,24293,9071,6052,1000,2,emp_status_3,21,free,house_5,1,22,0,1796,1,MOBILE,16,Macintosh,1,0,0,5,1
cust_1067,nida_2067,0.049,0.091,166,170,20,41,50,type_2,10769,8903,6248,1318,9,emp_status_7,361,paid,house_3,1,24,1,1359,0,MOBILE,94,Macintosh,1,1,1,3,0
cust_1068,nida_2068,0.134,0.679,268,355,40,50,69,type_4,1633,2126,4742,527,24,emp_status_7,277,paid,house_6,1,26,0,808,1,MOBILE,65,Linux,1,2,0,10,0
cust_1069,nida_2069,0.311,0.725,68,15,30,34,5,type_4,1593,4328,4944,683,20,emp_status_7,-78,free,house_7,1,7,0,1884,0,MOBILE,58,Linux,0,2,0,6,0
cust_1070,nida_2070,0.235,0.965,316,221,20,40,25,type_3,8870,4093,6351,2233,39,emp_status_1,250,free,house_3,1,25,0,1450,0,INTERNET,98,Windows,1,0,0,3,0
cust_1071,nida_2071,0.207,0.26,374,292,60,56,87,type_4,18676,5013,4654,1567,8,emp_status_1,276,free,house_5,1,1,0,427,0,INTERNET,-1,Windows,1,1,1,12,0
cust_1072,nida_2072,0.682,0.018,87,392,30,37,84,type_2,18066,7568,4015,574,23,emp_status_4,14,paid,house_2,1,26,0,960,0,MOBILE,87,Macintosh,0,3,1,8,0
cust_1073,nida_2073,0.413,0.546,187,308,20,71,11,type_3,17839,5203,5525,2034,31,emp_status_2,322,paid,house_6,1,30,0,457,0,MOBILE,18,Linux,1,2,1,6,0
cust_1074,nida_2074,0.053,0.707,255,217,50,7,15,type_5,4133,4658,6987,1884,2,emp_status_1,14,free,house_2,1,5,0,1637,1,INTERNET,15,Macintosh,1,0,0,7,0
cust_1075,nida_2075,0.491,0.79,215,232,40,73,103,type_4,22764,7398,5125,1324,32,emp_status_4,-36,paid,house_3,1,5,0,1025,0,INTERNET,47,Other,0,1,1,3,0
cust_1076,nida_2076,0.455,0.194,380,388,60,62,42,type_4,19238,6913,3821,308,42,emp_status_2,-2,paid,house_6,1,19,0,1443,0,INTERNET,20,Windows,1,2,0,11,0
cust_1077,nida_2077,0.361,0.262,30,246,30,3,11,type_1,21248,2489,6885,1212,11,emp_status_1,243,paid,house_1,1,30,1,1459,0,INTERNET,31,X11,1,2,1,7,0
cust_1078,nida_2078,0.188,0.513,139,388,50,47,88,type_5,11622,4939,2786,1841,28,emp_status_1,257,free,house_3,1,18,0,1243,0,INTERNET,24,Macintosh,1,1,1,9,0
cust_1079,nida_2079,0.396,0.331,159,50,40,51,71,type_5,19248,6073,6475,1434,20,emp_status_7,263,paid,house_6,0,6,0,623,0,INTERNET,25,Other,1,2,1,8,0
cust_1080,nida_2080,0.284,0.861,30,13,40,37,3,type_2,1048,8660,6510,537,38,emp_status_2,354,free,house_3,1,2,0,612,0,INTERNET,58,X11,1,0,1,11,0
cust_1081,nida_2081,0.437,0.474,310,322,50,4,101,type_5,18393,3332,4352,857,33,emp_status_6,355,free,house_4,0,24,0,1612,1,MOBILE,32,Other,1,0,1,2,1
cust_1082,nida_2082,0.142,0.8,150,110,30,69,31,type_1,21614,9364,3239,1574,32,emp_status_2,184,free,house_3,1,13,0,544,1,MOBILE,85,Linux,1,1,0,10,1
cust_1083,nida_2083,0.175,0.581,345,182,40,23,2,type_2,13648,2856,6085,192,31,emp_status_5,269,paid,house_7,1,4,1,849,0,MOBILE,78,Linux,0,1,0,10,0
cust_1084,nida_2084,0.109,0.773,258,358,60,76,90,type_5,10819,8647,5081,1186,19,emp_status_7,379,paid,house_1,1,30,0,666,0,MOBILE,76,Linux,1,3,1,2,0
cust_1085,nida_2085,0.151,0.333,214,5,20,16,24,type_2,21108,8563,5412,52,2,emp_status_5,180,paid,house_6,1,3,0,388,0,MOBILE,50,X11,1,3,0,7,0
cust_1086,nida_2086,0.2,0.831,277,49,60,77,66,type_5,2236,6498,4130,474,3,emp_status_4,384,free,house_6,1,4,1,1840,0,INTERNET,53,X11,1,0,1,10,0
cust_1087,nida_2087,0.324,0.275,283,312,40,25,14,type_5,2918,5939,3140,173,16,emp_status_4,-118,free,house_3,0,1,1,1591,1,INTERNET,59,Linux,1,1,1,12,1
cust_1088,nida_2088,0.152,0.546,96,239,20,2,99,type_5,18071,8050,3566,1219,16,emp_status_3,-10,paid,house_2,1,27,1,1608,0,MOBILE,48,X11,1,3,1,4,0
cust_1089,nida_2089,0.272,0.214,28,243,50,1,20,type_4,7486,5579,2987,1813,18,emp_status_5,86,paid,house_4,1,17,1,1321,0,INTERNET,103,Linux,1,3,1,9,0
cust_1090,nida_2090,0.485,0.476,88,363,20,1,34,type_5,22864,7955,3045,699,3,emp_status_2,254,free,house_7,1,8,0,1152,0,INTERNET,61,Macintosh,1,2,0,6,0
cust_1091,nida_2091,0.36,0.318,146,365,20,21,100,type_4,20676,4184,3332,2437,28,emp_status_5,19,paid,house_4,1,5,1,469,0,INTERNET,62,Linux,0,2,0,9,0
cust_1092,nida_2092,0.197,0.267,142,184,20,70,56,type_3,3738,5293,4366,456,16,emp_status_6,177,free,house_3,1,-1,1,864,0,INTERNET,12,Windows,1,3,0,11,0
cust_1093,nida_2093,0.016,0.967,65,285,40,3,53,type_1,10448,9264,3897,1354,21,emp_status_7,-130,free,house_4,1,-1,0,1441,0,MOBILE,107,Macintosh,1,2,0,3,0
cust_1094,nida_2094,0.28,0.16,355,90,30,37,33,type_2,7799,3003,4292,1518,1,emp_status_4,132,free,house_4,1,15,0,220,0,MOBILE,88,Linux,0,3,0,6,0
cust_1095,nida_2095,0.186,0.787,56,104,40,69,23,type_2,23612,3721,4705,2169,41,emp_status_6,53,free,house_3,1,20,0,1495,0,INTERNET,49,Windows,0,2,1,6,0
cust_1096,nida_2096,0.117,0.984,279,11,30,72,70,type_3,16189,8207,6182,2465,11,emp_status_4,234,paid,house_1,1,12,0,913,1,INTERNET,25,Linux,0,1,1,8,0
cust_1097,nida_2097,0.287,0.02,277,144,50,51,79,type_5,7748,3250,5840,158,10,emp_status_6,139,free,house_6,1,4,0,1383,0,INTERNET,38,Macintosh,0,2,0,7,0
cust_1098,nida_2098,0.452,0.699,234,117,50,30,59,type_1,6030,5762,2999,1837,39,emp_status_4,-100,free,house_3,1,28,1,1715,0,MOBILE,66,Linux,1,1,0,3,0
cust_1099,nida_2099,0.172,0.253,351,201,50,25,16,type_3,14576,3156,5123,515,28,emp_status_2,-115,paid,house_2,1,31,0,628,0,INTERNET,7,X11,1,0,1,1,0
cust_1100,nida_2100,0.42,0.04,126,139,50,35,56,type_3,7695,2045,4750,1025,19,emp_status_6,61,free,house_5,1,18,1,775,0,INTERNET,54,Linux,0,2,1,2,0
cust_1101,nida_2101,0.233,0.403,335,113,50,25,74,type_2,19195,1959,6843,658,4,emp_status_7,-99,free,house_1,1,14,0,795,0,INTERNET,89,Macintosh,1,1,1,11,0
cust_1102,nida_2102,0.343,0.935,207,150,60,27,55,type_4,12974,6189,4763,677,24,emp_status_1,382,free,house_3,1,2,0,784,0,INTERNET,105,Other,0,3,0,10,0
cust_1103,nida_2103,0.48,0.012,184,55,40,4,95,type_4,13092,5097,3670,314,33,emp_status_4,239,free,house_1,1,-1,1,1795,0,MOBILE,37,Linux,1,0,1,2,0
cust_1104,nida_2104,0.016,0.588,167,380,30,73,85,type_5,1055,4036,6305,2375,11,emp_status_5,-153,paid,house_5,1,11,0,1217,0,INTERNET,13,X11,1,2,0,1,0
cust_1105,nida_2105,0.352,0.501,170,155,50,17,61,type_5,267,4686,3984,275,27,emp_status_1,-148,paid,house_4,1,6,1,1190,0,MOBILE,87,Macintosh,0,3,1,4,0
cust_1106,nida_2106,0.658,0.873,258,308,60,14,10,type_3,20469,9189,3997,451,33,emp_status_5,314,paid,house_4,1,20,0,858,0,MOBILE,16,Windows,1,3,1,6,0
cust_1107,nida_2107,0.538,0.084,203,131,60,56,9,type_5,3766,5533,4634,1588,5,emp_status_4,-42,paid,house_5,1,2,0,1270,0,INTERNET,50,Other,0,2,0,4,0
cust_1108,nida_2108,0.123,0.682,133,161,60,4,11,type_4,5857,5559,4778,485,18,emp_status_2,174,free,house_4,1,21,1,422,0,MOBILE,59,Linux,1,2,1,4,0
cust_1109,nida_2109,0.316,0.68,44,273,40,36,33,type_1,11525,6362,5214,1130,11,emp_status_7,173,free,house_1,1,18,0,1159,0,MOBILE,92,Macintosh,0,1,1,11,0
cust_1110,nida_2110,0.718,0.669,7,181,50,21,25,type_2,20447,5715,5753,566,24,emp_status_7,104,paid,house_4,1,22,0,357,0,MOBILE,35,X11,0,1,1,9,0
cust_1111,nida_2111,0.21,0.942,159,75,60,51,87,type_4,12529,9486,5877,245,12,emp_status_1,299,free,house_5,1,25,0,1270,0,MOBILE,78,X11,1,0,0,2,0
cust_1112,nida_2112,0.48,0.823,287,323,60,14,102,type_5,22586,9004,6165,888,16,emp_status_1,115,paid,house_5,1,11,1,1000,0,MOBILE,51,Macintosh,1,2,0,1,0
cust_1113,nida_2113,0.301,0.042,338,42,50,16,65,type_2,7580,3196,4595,2211,11,emp_status_4,12,free,house_6,1,3,1,921,0,INTERNET,10,X11,1,0,1,7,0
cust_1114,nida_2114,0.22,0.471,319,204,40,50,87,type_2,274,8294,4556,0,2,emp_status_7,242,paid,house_5,1,14,0,1756,0,MOBILE,79,Other,1,1,0,5,0
cust_1115,nida_2115,0.478,0.398,104,36,60,44,43,type_3,12069,8525,5283,2184,23,emp_status_7,291,paid,house_2,0,27,0,1574,0,INTERNET,23,Windows,0,2,1,5,0
cust_1116,nida_2116,0.477,0.31,288,316,30,62,72,type_5,4462,1355,5718,150,7,emp_status_6,29,paid,house_7,1,24,0,518,0,INTERNET,77,X11,0,3,0,2,0
cust_1117,nida_2117,0.13,0.451,339,20,20,27,79,type_3,126,7485,3617,1767,35,emp_status_4,65,paid,house_1,1,20,1,1454,0,INTERNET,23,X11,1,0,0,6,0
