customer_id,nida,age,married,education,dependents,employment_status,spouse_employment_status,monthly_income,residense_status,vehicle_ownership_status,vehicle_cat,credit_history_length_months,payment_history_score,total_outstanding_debt,credit_utilization_ratio,number_of_late_payments_36,active_loans,avg_monthly_balance,savings_account_balance,requested_amount,loan_purpose,previous_collateral_value,debt_to_income_ratio,risk_category_target
cust_1095,nida_2095,34,YES,Post-Graduate,4,Unemployed,Employed,34509.8,Rented,NO,None,85,680,8840.55,0.56,8,4,3510.05,166403.18,64648.33,Home,190727.09,0.42,MEDIUM
cust_1096,nida_2096,41,YES,Graduate,3,Self-Employed,Unemployed,145418.5,Owned,NO,Car,227,370,35771.61,0.07,4,3,2509.64,176031.34,20735.41,Personal,66843.99,0.52,MEDIUM
cust_1097,nida_2097,28,YES,Graduate,0,Employed,Not Applicable,78632.98,Rented,YES,None,149,320,9925.6,0.23,0,1,51144.88,161144.27,23208.87,Home,82379.99,0.43,HIGH
cust_1098,nida_2098,34,NO,Undergraduate,4,Employed,Unemployed,104446.99,Owned,YES,Car,201,460,39546.82,0.85,1,0,1932.91,124341.23,19600.07,Education,178110.96,0.15,MEDIUM
cust_1099,nida_2099,38,YES,Graduate,4,Self-Employed,Unemployed,47798.29,Owned,NO,Car,94,791,1533.58,0.86,0,2,23623.75,18470.7,50149.25,Education,231852.12,0.27,MEDIUM
cust_1100,nida_2100,27,NO,Undergraduate,3,Self-Employed,Employed,143160.34,Owned,NO,Car,172,317,3777.53,0.79,5,2,47116.21,120789.39,38098.77,Home,192876.88,0.29,MEDIUM
cust_1101,nida_2101,63,YES,Post-Graduate,0,Unemployed,Employed,35396.84,Rented,NO,None,211,808,47415.68,0.71,9,2,48876.55,128150.35,97466.1,Business,13820.79,0.4,MEDIUM
cust_1102,nida_2102,54,NO,Undergraduate,1,Employed,Not Applicable,143935.84,Owned,YES,Motorcycle,184,412,4783.85,0.55,3,1,62340.36,120155.76,84460.69,Home,180472.31,0.21,LOW
cust_1103,nida_2103,42,NO,Post-Graduate,0,Self-Employed,Not Applicable,80220.74,Owned,NO,None,191,585,10027.92,0.71,7,4,67276.04,94691.98,13045.51,Home,248303.43,0.31,MEDIUM
cust_1104,nida_2104,33,NO,Undergraduate,2,Self-Employed,Not Applicable,49188.05,Rented,NO,None,104,505,37135.09,0.32,1,4,24726.79,95170.09,60339.57,Education,62263.22,0.17,MEDIUM
cust_1105,nida_2105,48,YES,Graduate,0,Employed,Not Applicable,64587.49,Rented,NO,Car,54,509,35261.97,0.19,9,3,10415.56,10722.67,60380.66,Personal,7961.61,0.17,MEDIUM
cust_1106,nida_2106,28,NO,Graduate,2,Unemployed,Not Applicable,120841.76,Owned,NO,None,155,574,47346.13,0.72,5,0,71472.8,38119.93,70733.49,Personal,155222.67,0.38,MEDIUM
cust_1107,nida_2107,24,NO,Graduate,4,Employed,Unemployed,32557.68,Owned,NO,Car,46,439,30771.93,0.76,9,1,3181.01,176996.5,24985.07,Education,90917.99,0.46,HIGH
cust_1108,nida_2108,48,YES,Undergraduate,2,Unemployed,Not Applicable,145939.48,Owned,YES,Car,50,512,47494.76,0.25,9,2,5470.12,10801.03,55214.7,Home,222315.63,0.25,LOW
cust_1109,nida_2109,27,NO,Undergraduate,1,Unemployed,Unemployed,80501.08,Owned,NO,None,137,370,36346.0,0.31,0,1,62685.66,20076.84,36528.4,Home,52828.23,0.15,MEDIUM
cust_1110,nida_2110,53,NO,Undergraduate,0,Unemployed,Not Applicable,65886.32,Rented,NO,Car,26,647,27989.74,0.21,7,3,56167.56,110415.92,30387.59,Education,224954.44,0.49,MEDIUM
cust_1111,nida_2111,44,YES,Undergraduate,3,Unemployed,Employed,63307.71,Owned,YES,None,153,794,478.67,0.65,6,1,69762.42,49365.61,5319.04,Home,232271.3,0.17,MEDIUM
cust_1112,nida_2112,42,YES,Undergraduate,0,Unemployed,Unemployed,139344.09,Owned,NO,None,149,330,20518.27,0.24,1,3,13916.98,16138.06,81047.91,Education,179633.15,0.53,MEDIUM
cust_1113,nida_2113,22,NO,Post-Graduate,0,Unemployed,Not Applicable,138741.03,Owned,YES,Car,204,362,49460.77,0.35,3,4,49435.63,73611.19,30703.4,Business,93731.62,0.57,MEDIUM
cust_1114,nida_2114,25,YES,Graduate,2,Unemployed,Unemployed,54614.83,Rented,NO,Car,59,385,28544.69,0.62,8,1,40235.98,21887.06,40299.27,Home,214588.56,0.12,MEDIUM
cust_1115,nida_2115,54,NO,Post-Graduate,3,Unemployed,Unemployed,40295.49,Rented,NO,Motorcycle,143,766,30467.19,0.86,8,1,5172.9,8614.65,63981.73,Education,14347.16,0.53,MEDIUM
cust_1116,nida_2116,32,YES,Post-Graduate,2,Unemployed,Employed,104747.55,Owned,NO,None,142,707,21701.06,0.62,5,4,73258.66,28120.03,65096.3,Personal,244870.2,0.25,LOW
cust_1117,nida_2117,38,NO,Graduate,3,Self-Employed,Not Applicable,128488.61,Rented,NO,None,21,410,20851.51,0.08,3,3,9165.64,94493.13,84680.4,Personal,99540.71,0.46,MEDIUM
cust_1118,nida_2118,54,YES,Post-Graduate,4,Employed,Unemployed,126370.28,Owned,NO,None,164,768,46622.49,0.56,4,1,24806.59,169483.15,59122.93,Business,97954.75,0.59,MEDIUM
cust_1119,nida_2119,47,NO,Post-Graduate,2,Self-Employed,Not Applicable,68664.84,Rented,NO,Car,164,575,41360.34,0.95,9,3,40369.91,119408.35,70484.2,Education,195168.71,0.24,MEDIUM
cust_1120,nida_2120,62,YES,Post-Graduate,3,Unemployed,Unemployed,75041.92,Rented,NO,Motorcycle,30,808,13137.05,0.34,1,4,43835.01,98543.83,47804.73,Education,67843.71,0.17,LOW
cust_1121,nida_2121,32,NO,Graduate,1,Employed,Employed,80592.37,Rented,NO,Motorcycle,180,618,39308.03,0.29,0,4,67856.67,46848.54,53214.2,Home,127323.45,0.51,MEDIUM
cust_1122,nida_2122,26,NO,Graduate,4,Employed,Unemployed,145119.5,Rented,NO,None,49,665,39803.66,0.32,8,3,57618.24,54356.09,11274.63,Business,118712.59,0.49,LOW
cust_1123,nida_2123,64,YES,Post-Graduate,3,Self-Employed,Not Applicable,112794.45,Owned,YES,Car,123,785,443.52,0.35,8,4,7331.34,193750.21,86854.55,Home,219203.62,0.33,LOW
cust_1124,nida_2124,27,NO,Graduate,4,Employed,Unemployed,84559.06,Rented,NO,Car,128,538,5320.45,0.47,5,3,69195.69,75996.42,65569.87,Education,246309.4,0.45,MEDIUM
cust_1125,nida_2125,35,YES,Graduate,1,Self-Employed,Unemployed,52389.4,Owned,YES,None,205,454,25529.0,0.85,9,2,72185.13,83777.77,67941.64,Home,204685.48,0.39,HIGH
cust_1126,nida_2126,33,YES,Graduate,3,Self-Employed,Unemployed,141104.4,Owned,NO,Car,96,608,28829.11,0.18,8,2,6792.54,28666.08,46057.35,Personal,169380.49,0.33,LOW
cust_1127,nida_2127,35,YES,Graduate,1,Unemployed,Not Applicable,146145.17,Rented,YES,Motorcycle,140,652,25215.21,0.93,3,3,15433.55,139922.2,54744.42,Education,119616.54,0.29,LOW
cust_1128,nida_2128,62,NO,Post-Graduate,0,Employed,Employed,133853.84,Owned,YES,None,196,729,6147.67,0.6,5,3,18119.71,196398.27,84828.46,Personal,129236.93,0.39,LOW
cust_1129,nida_2129,31,YES,Post-Graduate,3,Employed,Not Applicable,27877.27,Rented,YES,Car,231,307,22730.33,0.46,1,4,10740.33,87568.73,83146.77,Education,215555.98,0.57,HIGH
cust_1130,nida_2130,36,YES,Graduate,0,Self-Employed,Not Applicable,69609.07,Rented,YES,None,19,335,3157.99,0.16,4,4,71765.47,2288.83,20894.65,Education,5579.44,0.17,MEDIUM
cust_1131,nida_2131,26,YES,Graduate,0,Unemployed,Not Applicable,75578.67,Rented,YES,None,79,452,25354.33,0.49,7,2,6756.64,49677.64,87638.0,Home,93909.57,0.57,HIGH
cust_1132,nida_2132,41,NO,Graduate,1,Unemployed,Not Applicable,133280.26,Rented,NO,Car,97,448,38506.88,0.35,1,2,58236.41,183236.47,93920.54,Home,182265.45,0.46,MEDIUM
cust_1133,nida_2133,46,YES,Undergraduate,2,Self-Employed,Unemployed,122330.71,Rented,YES,None,25,518,5853.48,0.62,2,4,9923.03,140971.02,44421.83,Home,118357.37,0.51,MEDIUM
cust_1134,nida_2134,37,NO,Undergraduate,3,Employed,Not Applicable,54722.97,Rented,YES,Motorcycle,135,815,14285.22,0.6,0,0,6849.38,6957.11,98592.18,Education,107220.1,0.22,MEDIUM
cust_1135,nida_2135,33,NO,Undergraduate,4,Self-Employed,Employed,35328.75,Owned,YES,None,31,812,25620.63,0.65,0,3,51612.27,146116.86,5788.57,Business,110027.33,0.46,MEDIUM
cust_1136,nida_2136,38,YES,Post-Graduate,1,Unemployed,Unemployed,24590.49,Owned,NO,None,216,562,26892.28,0.15,8,3,57414.04,164264.75,66536.71,Personal,32851.17,0.3,HIGH
cust_1137,nida_2137,28,YES,Undergraduate,3,Unemployed,Employed,122891.65,Owned,NO,Car,20,457,18778.22,0.49,5,3,11347.2,72068.18,29939.3,Business,71391.74,0.5,MEDIUM
cust_1138,nida_2138,39,NO,Graduate,4,Employed,Not Applicable,38721.59,Owned,YES,Car,107,482,501.02,0.41,2,4,33925.68,31928.61,12094.14,Home,75706.63,0.18,MEDIUM
cust_1139,nida_2139,46,NO,Graduate,0,Self-Employed,Employed,135238.61,Owned,YES,Motorcycle,124,615,29702.11,0.1,3,2,29499.64,95941.41,28967.36,Personal,1460.36,0.4,LOW
cust_1140,nida_2140,50,NO,Undergraduate,1,Unemployed,Employed,106346.01,Rented,YES,None,74,544,20344.42,0.1,7,2,66499.67,99418.69,14260.77,Education,216847.55,0.37,MEDIUM
cust_1141,nida_2141,29,YES,Undergraduate,4,Unemployed,Employed,129951.25,Owned,YES,Car,122,615,38775.05,0.28,2,2,72229.83,41720.16,24839.51,Business,80226.38,0.2,LOW
cust_1142,nida_2142,27,YES,Graduate,1,Self-Employed,Employed,141619.28,Rented,NO,Motorcycle,57,575,529.7,0.28,1,0,48544.12,126628.88,57616.39,Personal,16606.98,0.49,MEDIUM
cust_1143,nida_2143,24,YES,Graduate,3,Self-Employed,Employed,42768.73,Rented,YES,None,197,442,47599.56,0.07,9,2,11128.93,92556.83,44571.18,Personal,181460.54,0.47,HIGH
cust_1144,nida_2144,44,YES,Graduate,3,Employed,Unemployed,32315.17,Owned,NO,Car,55,450,11458.22,0.93,8,3,15180.31,163271.99,41805.96,Home,108351.51,0.47,HIGH
cust_1145,nida_2145,60,YES,Post-Graduate,4,Unemployed,Not Applicable,135046.41,Rented,YES,Motorcycle,44,495,44217.96,0.5,6,2,47580.0,163833.02,31193.68,Education,216491.42,0.17,LOW
cust_1146,nida_2146,52,YES,Undergraduate,3,Unemployed,Not Applicable,60766.62,Owned,NO,Motorcycle,172,582,8535.21,0.48,1,3,4491.1,58646.36,72529.73,Business,22001.47,0.6,HIGH
cust_1147,nida_2147,61,YES,Undergraduate,0,Unemployed,Employed,119242.41,Owned,YES,Motorcycle,41,569,3899.19,0.63,2,0,27540.08,99056.43,19415.92,Personal,233548.23,0.11,LOW
cust_1148,nida_2148,61,NO,Graduate,3,Self-Employed,Not Applicable,141452.94,Owned,NO,Car,115,324,39927.79,0.43,7,1,38112.64,84450.87,48953.35,Personal,34197.87,0.27,MEDIUM
cust_1149,nida_2149,27,YES,Post-Graduate,1,Self-Employed,Unemployed,74264.72,Owned,NO,None,120,793,49843.74,0.8,8,0,6610.25,26973.96,81952.85,Education,160009.19,0.33,MEDIUM
cust_1150,nida_2150,51,NO,Graduate,1,Self-Employed,Unemployed,60365.97,Owned,YES,None,164,382,38726.89,0.55,0,1,33801.44,41210.36,81004.68,Education,144203.3,0.11,MEDIUM
cust_1151,nida_2151,52,YES,Graduate,3,Self-Employed,Employed,58826.38,Rented,YES,None,141,697,19695.61,0.75,9,0,28018.78,25837.14,93407.7,Education,47736.8,0.29,MEDIUM
cust_1152,nida_2152,23,YES,Undergraduate,3,Employed,Not Applicable,43599.15,Rented,NO,Car,109,844,40383.25,0.62,0,0,41416.09,133502.32,33781.33,Home,186859.65,0.17,MEDIUM
cust_1153,nida_2153,57,YES,Undergraduate,2,Employed,Employed,51341.01,Owned,NO,Car,17,526,14816.81,0.18,3,2,51456.75,66017.33,42210.04,Home,176562.76,0.43,HIGH
cust_1154,nida_2154,30,NO,Post-Graduate,1,Self-Employed,Employed,88086.74,Owned,NO,None,222,654,37244.24,0.18,6,0,66612.48,194313.22,57685.35,Business,30741.1,0.2,MEDIUM
cust_1155,nida_2155,24,NO,Post-Graduate,2,Self-Employed,Employed,137244.51,Owned,YES,Car,193,607,42799.77,0.94,1,3,43035.0,147994.26,7274.98,Home,208637.14,0.23,LOW
cust_1156,nida_2156,31,YES,Undergraduate,1,Unemployed,Unemployed,55908.67,Rented,YES,Motorcycle,84,417,46171.81,0.77,8,3,70384.08,51413.64,7920.75,Education,83320.98,0.56,HIGH
cust_1157,nida_2157,64,YES,Graduate,1,Employed,Employed,87048.24,Owned,NO,Motorcycle,75,652,6488.61,0.14,9,4,10483.43,80413.53,32244.18,Home,197671.03,0.27,MEDIUM
cust_1158,nida_2158,62,NO,Post-Graduate,4,Employed,Unemployed,23921.72,Owned,NO,Motorcycle,89,825,31120.07,0.58,3,4,20328.5,168972.68,76615.77,Personal,212301.03,0.4,MEDIUM
cust_1159,nida_2159,52,YES,Post-Graduate,3,Self-Employed,Employed,20211.79,Owned,YES,Motorcycle,204,687,41333.52,0.34,1,2,28300.6,19951.89,65867.82,Business,197463.9,0.35,MEDIUM
cust_1160,nida_2160,36,YES,Graduate,0,Unemployed,Not Applicable,26857.77,Rented,YES,None,127,405,34596.22,0.6,6,2,26885.06,11897.13,95123.94,Home,200316.13,0.12,HIGH
cust_1161,nida_2161,27,NO,Undergraduate,2,Unemployed,Not Applicable,117178.34,Rented,NO,Car,34,444,28000.11,0.33,3,1,65137.59,163127.65,91057.91,Education,236539.37,0.19,MEDIUM
cust_1162,nida_2162,39,YES,Post-Graduate,4,Unemployed,Not Applicable,125322.36,Rented,YES,None,192,388,11469.07,0.08,1,3,50660.4,184804.58,80214.58,Business,101862.24,0.4,MEDIUM
cust_1163,nida_2163,38,YES,Post-Graduate,1,Unemployed,Not Applicable,97415.66,Rented,YES,None,153,626,42731.61,0.3,3,2,34618.68,81095.53,53065.49,Personal,71369.43,0.27,MEDIUM
cust_1164,nida_2164,34,YES,Post-Graduate,4,Unemployed,Employed,66561.7,Owned,NO,None,33,666,41178.8,0.2,4,4,69946.26,182365.31,11606.16,Personal,72448.29,0.43,MEDIUM
cust_1165,nida_2165,44,NO,Post-Graduate,2,Unemployed,Unemployed,108976.46,Rented,NO,Motorcycle,94,848,36374.8,0.24,3,0,15508.59,137622.09,11733.51,Business,198052.3,0.46,LOW
cust_1166,nida_2166,64,YES,Graduate,1,Unemployed,Not Applicable,79606.21,Owned,NO,Car,202,656,7033.56,0.82,6,1,54040.5,32293.63,9290.31,Business,54955.3,0.13,MEDIUM
cust_1167,nida_2167,63,YES,Post-Graduate,0,Self-Employed,Unemployed,89213.64,Rented,YES,Car,60,405,26999.62,0.86,3,4,22017.53,108466.77,63241.93,Personal,109888.47,0.43,MEDIUM
cust_1168,nida_2168,24,YES,Graduate,4,Employed,Employed,143157.43,Owned,NO,None,12,604,4848.49,0.28,3,3,33400.44,194133.8,30166.76,Personal,22105.27,0.4,LOW
cust_1169,nida_2169,30,YES,Post-Graduate,3,Unemployed,Not Applicable,114960.41,Rented,YES,None,70,690,28033.23,0.81,2,1,42837.11,63536.42,6626.7,Education,59703.49,0.4,MEDIUM
cust_1170,nida_2170,31,YES,Graduate,4,Unemployed,Not Applicable,78603.55,Rented,NO,None,112,608,13946.85,0.52,9,4,5233.95,103698.45,11593.29,Education,208544.17,0.36,MEDIUM
cust_1171,nida_2171,60,NO,Undergraduate,1,Unemployed,Employed,30780.82,Rented,YES,Motorcycle,220,547,39020.1,0.31,6,4,28828.69,66739.89,72040.24,Business,244413.71,0.25,MEDIUM
cust_1172,nida_2172,59,YES,Graduate,3,Unemployed,Not Applicable,130932.04,Rented,YES,None,182,527,33247.03,0.8,4,4,60651.2,29606.39,44635.6,Home,52985.96,0.47,MEDIUM
cust_1173,nida_2173,61,YES,Graduate,4,Employed,Employed,64158.9,Owned,YES,None,212,488,29359.98,0.41,8,4,17076.87,99661.88,49005.95,Home,196545.19,0.25,MEDIUM
cust_1174,nida_2174,56,YES,Undergraduate,2,Self-Employed,Employed,77564.12,Owned,NO,None,41,450,26941.32,0.13,0,4,4833.79,3275.18,37331.26,Business,40726.72,0.23,MEDIUM
cust_1175,nida_2175,26,YES,Graduate,4,Unemployed,Employed,55805.88,Rented,NO,None,80,314,41275.5,0.8,6,0,41487.49,175125.04,78830.68,Personal,16022.07,0.22,HIGH
cust_1176,nida_2176,26,YES,Post-Graduate,0,Unemployed,Unemployed,45818.9,Rented,YES,Car,208,819,43600.8,0.93,5,4,48109.03,55155.61,94217.25,Personal,28633.41,0.44,MEDIUM
cust_1177,nida_2177,50,NO,Undergraduate,3,Employed,Unemployed,25245.31,Owned,NO,Car,189,613,47184.44,0.44,3,4,66881.54,68206.19,31456.24,Education,64375.38,0.27,MEDIUM
cust_1178,nida_2178,29,NO,Post-Graduate,0,Employed,Not Applicable,142929.13,Rented,NO,Motorcycle,105,374,41930.58,0.17,2,0,74975.86,88807.8,81858.06,Education,139750.66,0.23,MEDIUM
cust_1179,nida_2179,35,NO,Graduate,2,Unemployed,Unemployed,70094.68,Rented,NO,Car,126,751,3277.65,0.66,4,1,19911.67,125623.95,89189.17,Home,18370.34,0.1,LOW
cust_1180,nida_2180,43,NO,Undergraduate,2,Self-Employed,Not Applicable,148126.76,Owned,YES,Car,82,838,15826.33,0.44,2,0,57521.5,180112.88,57470.72,Business,127192.13,0.2,LOW
cust_1181,nida_2181,56,YES,Undergraduate,3,Unemployed,Employed,110229.6,Rented,YES,None,215,592,49879.62,0.49,3,0,57648.76,74808.93,60152.01,Business,50724.23,0.19,LOW
cust_1182,nida_2182,39,NO,Undergraduate,0,Employed,Unemployed,102572.44,Rented,YES,Motorcycle,80,707,29382.81,0.75,3,1,55772.04,134669.58,75285.41,Business,104460.49,0.58,MEDIUM
cust_1183,nida_2183,26,YES,Graduate,3,Self-Employed,Not Applicable,107818.84,Rented,YES,None,144,627,8792.0,0.57,4,0,3316.14,157821.68,71909.98,Business,58367.82,0.14,LOW
cust_1184,nida_2184,62,YES,Graduate,2,Self-Employed,Employed,42145.5,Rented,YES,Motorcycle,171,836,30613.78,0.07,6,2,37581.08,75040.68,77832.53,Home,220860.4,0.42,MEDIUM
cust_1185,nida_2185,49,NO,Undergraduate,4,Employed,Employed,87226.42,Rented,NO,Car,150,407,20681.03,0.38,3,3,6098.27,81038.57,59742.93,Personal,138582.05,0.42,MEDIUM
cust_1186,nida_2186,27,NO,Graduate,3,Self-Employed,Not Applicable,68303.41,Owned,NO,None,80,479,10149.88,0.52,3,3,53781.3,155047.96,94660.21,Business,70780.9,0.37,MEDIUM
cust_1187,nida_2187,47,YES,Post-Graduate,0,Self-Employed,Unemployed,87596.77,Rented,YES,Motorcycle,132,431,611.24,0.9,7,2,50703.51,134654.32,35729.25,Education,72394.8,0.57,HIGH
cust_1188,nida_2188,24,YES,Undergraduate,4,Unemployed,Not Applicable,137517.68,Rented,YES,None,74,598,41587.46,0.38,9,1,20625.79,38601.96,21605.17,Business,64092.25,0.19,LOW
cust_1189,nida_2189,34,NO,Graduate,1,Self-Employed,Unemployed,47905.27,Rented,NO,None,133,335,4956.9,0.18,6,1,18352.29,71889.52,15952.13,Home,96834.72,0.21,HIGH
cust_1190,nida_2190,55,YES,Undergraduate,3,Unemployed,Unemployed,105972.55,Rented,YES,Car,105,491,16598.82,0.26,6,0,35396.64,116778.31,73771.54,Business,162462.83,0.42,MEDIUM
cust_1191,nida_2191,28,YES,Post-Graduate,4,Unemployed,Employed,30832.13,Owned,YES,Motorcycle,198,361,43292.24,0.94,6,2,7871.24,71254.2,65710.6,Business,23091.34,0.21,HIGH
cust_1192,nida_2192,48,YES,Post-Graduate,4,Employed,Unemployed,92587.73,Rented,NO,Motorcycle,195,563,40837.02,0.94,5,2,25842.38,185196.14,65841.93,Business,233623.51,0.15,MEDIUM
cust_1193,nida_2193,63,NO,Undergraduate,3,Self-Employed,Not Applicable,46048.38,Rented,NO,None,77,645,31167.62,0.64,6,3,65702.65,169365.37,55627.59,Home,211526.6,0.2,MEDIUM
cust_1194,nida_2194,45,YES,Undergraduate,4,Employed,Employed,20428.85,Rented,YES,Car,6,372,5730.76,0.21,3,3,12674.68,40299.82,68808.69,Personal,81594.52,0.31,HIGH
cust_1195,nida_2195,49,NO,Graduate,3,Self-Employed,Employed,144227.71,Owned,NO,None,16,301,45019.12,0.22,4,2,30004.12,55762.32,82458.55,Home,136468.72,0.55,MEDIUM
cust_1196,nida_2196,53,NO,Graduate,3,Employed,Not Applicable,104309.8,Rented,NO,None,11,403,32299.51,0.22,2,1,34088.13,149951.68,27002.92,Education,59869.86,0.3,MEDIUM
cust_1197,nida_2197,52,NO,Undergraduate,2,Employed,Unemployed,132768.61,Rented,NO,Motorcycle,187,330,927.77,0.62,4,4,24960.57,32638.51,20622.29,Personal,32333.81,0.57,MEDIUM
cust_1198,nida_2198,59,NO,Post-Graduate,2,Self-Employed,Unemployed,23108.09,Rented,NO,None,80,533,13213.94,0.23,5,1,8554.14,84683.04,73178.45,Business,29625.14,0.29,HIGH
cust_1199,nida_2199,42,NO,Post-Graduate,0,Employed,Unemployed,43784.75,Owned,YES,Car,36,494,21653.53,0.34,6,1,45748.07,177907.17,97360.78,Business,169375.96,0.22,MEDIUM
cust_1200,nida_2200,50,NO,Post-Graduate,3,Unemployed,Not Applicable,50269.62,Rented,YES,Motorcycle,163,365,49550.76,0.37,4,4,43391.47,79516.26,32058.53,Business,246269.9,0.22,HIGH
cust_1201,nida_2201,63,NO,Undergraduate,3,Employed,Employed,73246.83,Owned,NO,None,191,425,1173.35,0.23,4,0,54102.21,133260.45,91197.79,Personal,47337.39,0.22,MEDIUM
cust_1202,nida_2202,46,NO,Graduate,1,Self-Employed,Not Applicable,145264.09,Rented,NO,Car,173,554,34187.52,0.65,3,2,37918.35,147774.18,20578.62,Business,173021.89,0.52,MEDIUM
cust_1203,nida_2203,25,YES,Undergraduate,2,Employed,Employed,71918.51,Rented,NO,Car,35,455,26073.16,0.83,2,1,35361.04,74016.53,77418.62,Home,184974.45,0.15,MEDIUM
cust_1204,nida_2204,50,NO,Post-Graduate,1,Self-Employed,Unemployed,64832.99,Rented,YES,Car,50,416,25331.47,0.6,4,4,67895.58,84738.83,95626.86,Education,43718.48,0.28,MEDIUM
cust_1205,nida_2205,39,YES,Post-Graduate,4,Self-Employed,Employed,58663.61,Rented,YES,Motorcycle,72,347,23047.83,0.73,4,2,15472.62,33818.55,63445.05,Home,32610.44,0.5,HIGH
cust_1206,nida_2206,56,NO,Post-Graduate,1,Employed,Employed,40772.51,Rented,NO,Car,76,654,8120.73,0.38,6,0,13836.17,111246.11,7504.91,Business,51546.02,0.22,MEDIUM
cust_1207,nida_2207,59,NO,Undergraduate,3,Employed,Not Applicable,129879.58,Rented,NO,None,34,783,5859.46,0.42,6,0,5739.84,16277.3,6846.52,Education,152511.46,0.35,LOW
cust_1208,nida_2208,38,YES,Post-Graduate,1,Self-Employed,Not Applicable,31595.35,Rented,NO,None,106,703,19407.66,0.42,2,2,6907.89,30527.79,6189.59,Education,241796.91,0.6,HIGH
cust_1209,nida_2209,54,NO,Post-Graduate,1,Self-Employed,Unemployed,110230.87,Owned,NO,None,14,608,36090.39,0.61,2,2,46922.11,3614.73,29256.3,Home,121010.71,0.17,LOW
cust_1210,nida_2210,41,YES,Graduate,3,Self-Employed,Not Applicable,27477.78,Owned,NO,Motorcycle,23,302,39313.78,0.09,7,2,28183.19,198955.32,99307.76,Home,62934.66,0.33,HIGH
cust_1211,nida_2211,31,YES,Graduate,3,Employed,Unemployed,121394.21,Rented,NO,Motorcycle,116,848,39215.87,0.21,5,0,40141.32,45731.96,99880.45,Personal,148523.84,0.35,LOW
cust_1212,nida_2212,40,NO,Undergraduate,3,Employed,Not Applicable,125102.46,Rented,YES,Motorcycle,213,646,33322.27,0.71,2,4,54274.59,170052.81,19126.13,Personal,76877.23,0.34,LOW
cust_1213,nida_2213,47,NO,Undergraduate,1,Self-Employed,Not Applicable,45225.04,Rented,NO,None,236,649,6647.26,0.69,9,0,15070.28,112795.47,94808.82,Home,147664.43,0.54,HIGH
cust_1214,nida_2214,54,NO,Post-Graduate,4,Employed,Employed,139486.11,Rented,NO,Car,97,330,7841.92,0.67,1,0,32384.94,111011.51,71189.5,Business,102081.68,0.32,MEDIUM
cust_1215,nida_2215,36,YES,Graduate,3,Self-Employed,Employed,31372.71,Rented,YES,None,231,404,34208.19,0.13,0,1,19291.35,27959.16,26783.15,Personal,36685.16,0.35,HIGH
cust_1216,nida_2216,39,NO,Graduate,4,Employed,Unemployed,134177.88,Owned,YES,Motorcycle,89,618,17623.64,0.38,6,4,4317.82,87666.49,75960.54,Education,139365.28,0.49,MEDIUM
cust_1217,nida_2217,51,YES,Post-Graduate,2,Self-Employed,Not Applicable,104477.72,Owned,NO,None,86,440,32243.62,0.84,2,2,51370.91,119612.37,70595.69,Personal,114023.1,0.11,MEDIUM
cust_1218,nida_2218,33,NO,Graduate,2,Employed,Not Applicable,133023.15,Rented,NO,None,12,361,33684.04,0.79,4,4,57888.73,21908.78,64689.45,Business,193157.49,0.52,MEDIUM
cust_1219,nida_2219,62,YES,Post-Graduate,0,Unemployed,Unemployed,124336.12,Rented,NO,Car,179,613,22067.7,0.27,9,2,58656.63,128250.92,98068.59,Business,31514.86,0.18,LOW
cust_1220,nida_2220,58,NO,Undergraduate,0,Employed,Employed,140256.59,Owned,YES,Motorcycle,53,730,48972.59,0.2,7,2,40056.73,139942.05,34643.42,Business,42996.22,0.52,LOW
cust_1221,nida_2221,47,NO,Graduate,1,Self-Employed,Unemployed,64277.7,Owned,NO,None,184,681,7955.33,0.47,2,0,55407.3,101566.55,97217.09,Home,177764.89,0.33,MEDIUM
cust_1222,nida_2222,56,YES,Graduate,1,Self-Employed,Not Applicable,78678.99,Owned,NO,Car,158,402,44610.17,0.61,2,4,32119.21,55072.93,13918.1,Personal,9082.32,0.21,MEDIUM
cust_1223,nida_2223,28,YES,Post-Graduate,1,Self-Employed,Unemployed,109366.68,Rented,NO,None,138,592,41826.75,0.54,7,4,32762.74,35192.03,44756.37,Home,3801.11,0.17,LOW
cust_1224,nida_2224,60,YES,Post-Graduate,0,Employed,Not Applicable,117976.29,Owned,NO,Motorcycle,141,347,27781.77,0.89,0,1,16276.05,67528.37,33444.03,Business,154949.56,0.12,MEDIUM
cust_1225,nida_2225,58,YES,Graduate,0,Employed,Employed,34982.08,Rented,NO,Motorcycle,220,561,14601.1,0.24,0,1,60011.35,73414.23,47475.45,Home,76417.95,0.49,HIGH
cust_1226,nida_2226,24,YES,Undergraduate,0,Self-Employed,Unemployed,117192.21,Owned,YES,Motorcycle,226,397,11250.85,0.38,1,0,30276.53,105780.87,10368.14,Business,8096.1,0.27,MEDIUM
cust_1227,nida_2227,54,YES,Undergraduate,3,Employed,Unemployed,99341.39,Rented,YES,Motorcycle,13,523,15278.82,0.65,8,3,40991.35,129777.46,92581.32,Education,70347.0,0.46,MEDIUM
cust_1228,nida_2228,45,YES,Graduate,4,Employed,Employed,105742.24,Rented,NO,None,64,753,36206.39,0.4,9,4,44467.34,11648.61,70013.1,Home,33303.33,0.59,MEDIUM
